-10.0	-10.0	200.0	1.5707963267948966

-10.0	-9.5	190.25	1.5195255097515417

-10.0	-9.0	181.0	1.465630203573013

-10.0	-8.5	172.25	1.4089881284844354

-10.0	-8.0	164.0	1.3494818844471053

-10.0	-7.5	156.25	1.2870022175865687

-10.0	-7.0	149.0	1.2214519287784174

-10.0	-6.5	142.25	1.1527504411823675

-10.0	-6.0	136.0	1.0808390005411683

-10.0	-5.5	130.25	1.0056864218557215

-10.0	-5.0	125.0	0.9272952180016122

-10.0	-4.5	120.25	0.8457078522658814

-10.0	-4.0	116.0	0.7610127542247297

-10.0	-3.5	112.25	0.6733496387734543

-10.0	-3.0	109.0	0.5829135889557342

-10.0	-2.5	106.25	0.4899573262537283

-10.0	-2.0	104.0	0.39479111969976155

-10.0	-1.5	102.25	0.2977798952189945

-10.0	-1.0	101.0	0.19933730498232405

-10.0	-0.5	100.25	9.991679144388552e-2

-10.0	0.0	100.0	-0.0

-10.0	0.5	100.25	-9.991679144388552e-2

-10.0	1.0	101.0	-0.19933730498232405

-10.0	1.5	102.25	-0.2977798952189945

-10.0	2.0	104.0	-0.39479111969976155

-10.0	2.5	106.25	-0.4899573262537283

-10.0	3.0	109.0	-0.5829135889557342

-10.0	3.5	112.25	-0.6733496387734543

-10.0	4.0	116.0	-0.7610127542247297

-10.0	4.5	120.25	-0.8457078522658814

-10.0	5.0	125.0	-0.9272952180016122

-10.0	5.5	130.25	-1.0056864218557215

-10.0	6.0	136.0	-1.0808390005411683

-10.0	6.5	142.25	-1.1527504411823675

-10.0	7.0	149.0	-1.2214519287784174

-10.0	7.5	156.25	-1.2870022175865687

-10.0	8.0	164.0	-1.3494818844471053

-10.0	8.5	172.25	-1.4089881284844354

-10.0	9.0	181.0	-1.465630203573013

-10.0	9.5	190.25	-1.5195255097515417

-10.0	10.0	200.0	-1.5707963267948966

-9.5	-10.0	190.25	1.6220671438382515

-9.5	-9.5	180.5	1.5707963267948966

-9.5	-9.0	171.25	1.516755428420367

-9.5	-8.5	162.5	1.4597993163034628

-9.5	-8.0	154.25	1.3997857394384874

-9.5	-7.5	146.5	1.336578837661168

-9.5	-7.0	139.25	1.2700534707806275

-9.5	-6.5	132.5	1.2001004268035071

-9.5	-6.0	126.25	1.1266325229839362

-9.5	-5.5	120.5	1.0495915433002148

-9.5	-5.0	115.25	0.9689558580740464

-9.5	-4.5	110.5	0.8847484459534899

-9.5	-4.0	106.25	0.7970448913328405

-9.5	-3.5	102.5	0.7059807756538209

-9.5	-3.0	99.25	0.6117577428097043

-9.5	-2.5	96.5	0.5146474299421773

-9.5	-2.0	94.25	0.4149924528704053

-9.5	-1.5	92.5	0.3132037539640307

-9.5	-1.0	91.25	0.20975387746046778

-9.5	-0.5	90.5	0.10516612322188344

-9.5	0.0	90.25	-0.0

-9.5	0.5	90.5	-0.10516612322188344

-9.5	1.0	91.25	-0.20975387746046778

-9.5	1.5	92.5	-0.3132037539640307

