0.0	0.0	25.0	0.0

0.25	0.0	25.0625	0.0

0.5	0.0	25.25	0.0

0.75	0.0	25.5625	0.0

1.0	0.0	26.0	0.0

1.25	0.0	26.5625	0.0

1.5	0.0	27.25	0.0

1.75	0.0	28.0625	0.0

2.0	0.0	29.0	0.0

2.25	0.0	30.0625	0.0

2.5	0.0	31.25	0.0

2.75	0.0	32.5625	0.0

3.0	0.0	34.0	0.0

3.25	0.0	35.5625	0.0

3.5	0.0	37.25	0.0

3.75	0.0	39.0625	0.0

4.0	0.0	41.0	0.0

4.25	0.0	43.0625	0.0

4.5	0.0	45.25	0.0

4.75	0.0	47.5625	0.0

5.0	0.0	50.0	0.0

5.25	0.0	52.5625	0.0

5.5	0.0	55.25	0.0

5.75	0.0	58.0625	0.0

6.0	0.0	61.0	0.0

6.25	0.0	64.0625	0.0

6.5	0.0	67.25	0.0

6.75	0.0	70.5625	0.0

7.0	0.0	74.0	0.0

7.25	0.0	77.5625	0.0

7.5	0.0	81.25	0.0

7.75	0.0	85.0625	0.0

8.0	0.0	89.0	0.0

8.25	0.0	93.0625	0.0

8.5	0.0	97.25	0.0

8.75	0.0	101.5625	0.0

9.0	0.0	106.0	0.0

9.25	0.0	110.5625	0.0

9.5	0.0	115.25	0.0

9.75	0.0	120.0625	0.0

10.0	0.0	125.0	0.0

0.0	0.25	24.9375	1.5707963267948966

0.25	0.25	25.0003124980469	0.7853981633974483

0.5	0.25	25.188740664233297	0.4636476090008061

0.75	0.25	25.502757203878957	0.3217505543966422

1.0	0.25	25.942318829472434	0.24497866312686414

1.25	0.25	26.507369258377942	0.19739555984988078

1.5	0.25	27.19784286023434	0.16514867741462683

1.75	0.25	28.013668538768712	0.1418970546041639

2.0	0.25	28.954773462246255	0.12435499454676144

2.25	0.25	30.021086339438153	0.11065722117389563

2.5	0.25	31.212540048031975	9.966865249116204e-2

2.75	0.25	32.52907353430159	9.065988720074511e-2

3.0	0.25	33.9706329974877	8.314123188844122e-2

3.25	0.25	35.53717243957375	7.677189126977804e-2

3.5	0.25	37.22865369913341	7.130746478529032e-2

3.75	0.25	39.045046100625875	6.656816377582381e-2

4.0	0.25	40.986325844725336	6.241880999595735e-2

4.25	0.25	43.052475248236306	5.875582271572269e-2

4.5	0.25	45.2434819200512	5.549850524571683e-2

4.75	0.25	47.559337936939365	5.2583061610941714e-2

5.0	0.25	50.00003906248474	4.9958395721942765e-2

5.25	0.25	52.56558403556456	4.7583103276983396e-2

5.5	0.25	55.255973941737736	4.542327942157701e-2

5.75	0.25	58.071211671533085	4.345089539153084e-2

6.0	0.25	61.011301463335464	4.164257909858842e-2

6.25	0.25	64.07624852470687	3.9978687123290044e-2

6.5	0.25	67.26605872392109	3.844259002118799e-2

6.75	0.25	70.58073834269517	3.7020115873930025e-2

7.0	0.25	74.02029388113776	3.569911267932397e-2

7.25	0.25	77.58473190647757	3.4469100999508014e-2

7.5	0.25	81.27405893795387	3.3320995878247196e-2

7.75	0.25	85.08828136118393	3.224688243525392e-2

8.0	0.25	89.0274053662691	3.1239833430268277e-2

8.25	0.25	93.09143690479807	3.02937599187751e-2

8.5	0.25	97.28038166172047	2.9403288204005115e-2

8.75	0.25	101.59424503878161	2.8563657838759995e-2

9.0	0.25	106.03303214682677	2.7770636593421036e-2

9.25	0.25	110.59674780480663	2.702044918726479e-2

9.5	0.25	115.28539654375138	2.630971725292219e-2

9.75	0.25	120.0989826143419	2.563540852167748e-2

10.0	0.25	125.0375099970005	2.499479361892016e-2

0.0	0.5	24.75	1.5707963267948966

0.25	0.5	24.813759413881645	1.1071487177940904

0.5	0.5	25.004999500099974	0.7853981633974483

0.75	0.5	25.323608673528344	0.5880026035475675

1.0	0.5	25.76941016011038	0.4636476090008061

